epoch,accuracy,f1_score,loss,lr,precision,recall,val_accuracy,val_f1_score,val_loss,val_precision,val_recall
0,0.6381787061691284,0.5346794724464417,1.222347378730774,0.001,0.8181858062744141,0.5361103415489197,0.636447548866272,0.5205313563346863,2.6173408031463623,0.6565982699394226,0.620107114315033
1,0.8658144474029541,0.8174014687538147,0.4178279936313629,0.001,0.899339497089386,0.8331226706504822,0.8731536269187927,0.8418993949890137,0.39879360795021057,0.8904893398284912,0.8617983460426331
2,0.9074116349220276,0.8796094655990601,0.28079864382743835,0.001,0.9262280464172363,0.8905199766159058,0.9276218414306641,0.8896679282188416,0.23612233996391296,0.9371998906135559,0.9189438819885254
3,0.9232404232025146,0.8968482613563538,0.23374664783477783,0.001,0.9377769827842712,0.9118069410324097,0.9245753288269043,0.9108028411865234,0.24359415471553802,0.9358117580413818,0.9179283380508423
4,0.9379488825798035,0.9200528860092163,0.1915690153837204,0.001,0.948376476764679,0.928842306137085,0.9208825826644897,0.9055002927780151,0.2811201512813568,0.9314398765563965,0.9143279194831848
5,0.9443263411521912,0.9280994534492493,0.17291869223117828,0.001,0.9533544182777405,0.9364837408065796,0.9344534873962402,0.9048979878425598,0.21357183158397675,0.9463428258895874,0.9280834794044495
6,0.9482907056808472,0.9320797324180603,0.15309979021549225,0.001,0.9558776617050171,0.9416259527206421,0.916912853717804,0.8806523680686951,0.2851537764072418,0.9236669540405273,0.9115583300590515
7,0.9528009295463562,0.9355863332748413,0.1447344571352005,0.001,0.9593446254730225,0.9469980001449585,0.964641809463501,0.9551475644111633,0.10677947103977203,0.9682096838951111,0.9615952968597412
8,0.9585464000701904,0.9440209269523621,0.1284436732530594,0.001,0.9641653895378113,0.9538064002990723,0.9610413312911987,0.9490077495574951,0.1264815777540207,0.9645910859107971,0.9581794738769531
9,0.9602987766265869,0.9477505087852478,0.1192488893866539,0.001,0.9652822017669678,0.9560758471488953,0.947470486164093,0.9391939043998718,0.1865209937095642,0.9506688714027405,0.9447008967399597
10,0.9639471173286438,0.9537293314933777,0.10828131437301636,0.001,0.9685543775558472,0.9600402116775513,0.9668574333190918,0.9559686779975891,0.13135577738285065,0.9700120687484741,0.9645494818687439
11,0.965843141078949,0.955099880695343,0.10324649512767792,0.001,0.9698653817176819,0.9624820351600647,0.9618722200393677,0.9418282508850098,0.12726595997810364,0.9659977555274963,0.9599335193634033
12,0.9671933054924011,0.9574077129364014,0.09423699975013733,0.001,0.9709897637367249,0.9644067883491516,0.9576255679130554,0.9432530403137207,0.13540706038475037,0.9618107080459595,0.9532865285873413
13,0.9704970121383667,0.9602046608924866,0.09269023686647415,0.001,0.9735198616981506,0.967423141002655,0.9591026306152344,0.9430850148200989,0.13083988428115845,0.9630146026611328,0.9567023515701294
14,0.969807505607605,0.9598228335380554,0.08869218081235886,0.001,0.9731948971748352,0.966848611831665,0.9559637904167175,0.9476330280303955,0.16879844665527344,0.9593125581741333,0.9533788561820984
