epoch,accuracy,f1_score,loss,lr,precision,recall,val_accuracy,val_f1_score,val_loss,val_precision,val_recall
0,0.7345016002655029,0.6505398750305176,0.8768737316131592,0.001,0.8496221303939819,0.6588049530982971,0.6967455744743347,0.6264646649360657,1.2125478982925415,0.7384568452835083,0.6698409914970398
1,0.8862683176994324,0.8501095771789551,0.3513320982456207,0.001,0.9140682220458984,0.8623384237289429,0.8190643787384033,0.7857733368873596,0.6200565099716187,0.8461313247680664,0.8017751574516296
2,0.9147658944129944,0.8884156942367554,0.2590148448944092,0.001,0.9323008060455322,0.8992243409156799,0.8922892212867737,0.8344084024429321,0.3865768611431122,0.9065287709236145,0.8832285404205322
3,0.9309681057929993,0.9075586199760437,0.20824334025382996,0.001,0.9427663087844849,0.9199080467224121,0.8582655191421509,0.8144492506980896,0.4902433454990387,0.8716679215431213,0.846523642539978
4,0.9369146823883057,0.9143531918525696,0.19118554890155792,0.001,0.9477325081825256,0.9287561178207397,0.9261279702186584,0.9016042947769165,0.2311468869447708,0.9364123940467834,0.9203957319259644
5,0.9444699883460999,0.9278232455253601,0.1668286919593811,0.001,0.9525755047798157,0.9376615881919861,0.9363905191421509,0.9237901568412781,0.19346652925014496,0.9437015056610107,0.9329696893692017
6,0.950330376625061,0.934953510761261,0.15045905113220215,0.001,0.9580079317092896,0.9444125294685364,0.9491494297981262,0.9333363771438599,0.16696372628211975,0.9547321200370789,0.9457285404205322
7,0.9569664001464844,0.9419269561767578,0.13220854103565216,0.001,0.9624110460281372,0.9517667293548584,0.9678254723548889,0.9561309814453125,0.10248050093650818,0.9702933430671692,0.9663461446762085
8,0.9590347409248352,0.9449796080589294,0.12501560151576996,0.001,0.9646932482719421,0.9544671177864075,0.9644045829772949,0.9527176022529602,0.12336853891611099,0.9677239060401917,0.9619082808494568
9,0.9627406001091003,0.9495921730995178,0.11345081776380539,0.001,0.967498779296875,0.9586325883865356,0.9670857787132263,0.9578388333320618,0.11174627393484116,0.969362199306488,0.9653291702270508
10,0.9644355177879333,0.9531426429748535,0.1065206378698349,0.001,0.9691737294197083,0.9609882235527039,0.9565458297729492,0.9462711811065674,0.143939808011055,0.9608719944953918,0.9535872936248779
11,0.9669922590255737,0.9559838175773621,0.0978541225194931,0.001,0.9708861708641052,0.9637460708618164,0.9629253149032593,0.9420779347419739,0.1302710324525833,0.9664342403411865,0.9609837532043457
12,0.9704108238220215,0.9617567658424377,0.08925051242113113,0.001,0.9734285473823547,0.9671646356582642,0.9632026553153992,0.9493057131767273,0.13696101307868958,0.9652674794197083,0.9609837532043457
13,0.9875035881996155,0.9819219708442688,0.03634032607078552,0.00020000001,0.9888265132904053,0.9864119291305542,0.9936205744743347,0.9907165169715881,0.0237136110663414,0.9938933849334717,0.9931582808494568
14,0.990376353263855,0.9867267608642578,0.028002066537737846,0.00020000001,0.9911947250366211,0.9895432591438293,0.9935281276702881,0.9908473491668701,0.02504878118634224,0.9939870238304138,0.9934356212615967
15,0.9918701648712158,0.9886190295219421,0.023417841643095016,0.00020000001,0.9924628138542175,0.9910658001899719,0.9940828680992126,0.9914182424545288,0.021931586787104607,0.9945411086082458,0.993805468082428
16,0.9917265176773071,0.9886914491653442,0.024043170735239983,0.00020000001,0.9921221137046814,0.991295576095581,0.9936205744743347,0.9908317923545837,0.02568936161696911,0.9939870238304138,0.9934356212615967
17,0.9929617643356323,0.9904173612594604,0.020606884732842445,0.00020000001,0.993301510810852,0.9925596117973328,0.9954696893692017,0.9923102855682373,0.020404746755957603,0.995652973651886,0.9952847361564636
18,0.9927032589912415,0.9901618957519531,0.02132239378988743,0.00020000001,0.9928992390632629,0.9921861290931702,0.9950073957443237,0.9920203685760498,0.020853644236922264,0.9952821731567383,0.9947300553321838
19,0.9936225414276123,0.9912354350090027,0.019144678488373756,0.00020000001,0.9939350485801697,0.9933639764785767,0.9947300553321838,0.9915836453437805,0.019640285521745682,0.9951896667480469,0.9946375489234924
20,0.9935938119888306,0.9911163449287415,0.018113557249307632,0.00020000001,0.9939063191413879,0.9933352470397949,0.9948225021362305,0.991694986820221,0.021633878350257874,0.9951905012130737,0.9948225021362305
21,0.9945130944252014,0.9918321371078491,0.016344206407666206,0.00020000001,0.9946833252906799,0.9942832589149475,0.9957470297813416,0.9931872487068176,0.01837841607630253,0.9961150884628296,0.9956545829772949
22,0.9950588941574097,0.9926143288612366,0.014562469907104969,0.00020000001,0.9954867959022522,0.9948290586471558,0.9929733872413635,0.9894407391548157,0.027668572962284088,0.9933388829231262,0.9926959872245789
23,0.9933065176010132,0.9909355044364929,0.019457412883639336,0.00020000001,0.9935621023178101,0.993105411529541,0.9956545829772949,0.9932268857955933,0.02079118601977825,0.9961150884628296,0.9956545829772949
24,0.9949727058410645,0.9929747581481934,0.015034487470984459,0.00020000001,0.9952576756477356,0.9947715997695923,0.9941753149032593,0.9909642934799194,0.02466420643031597,0.9944495558738708,0.9938979148864746
25,0.9954036474227905,0.9932249188423157,0.0147459851577878,0.00020000001,0.9956029653549194,0.9952025413513184,0.9955621361732483,0.9933164715766907,0.023076560348272324,0.995745837688446,0.9954696893692017
26,0.9943981766700745,0.9917320609092712,0.016020622104406357,0.00020000001,0.9946250319480896,0.9940821528434753,0.9960244297981262,0.993455708026886,0.021028432995080948,0.9961154460906982,0.9957470297813416
27,0.9952887296676636,0.992750883102417,0.013330591842532158,0.00020000001,0.9955741763114929,0.9951738119125366,0.995377242565155,0.9932907223701477,0.020514363422989845,0.9957454800605774,0.995377242565155
28,0.9948865175247192,0.9924879670143127,0.014991176314651966,0.00020000001,0.9950857758522034,0.9947141408920288,0.995377242565155,0.9925069212913513,0.020559530705213547,0.9957454800605774,0.995377242565155
29,0.9954610466957092,0.9937676787376404,0.012479549273848534,0.00020000001,0.9956603050231934,0.9952312707901001,0.9950073957443237,0.9916917681694031,0.023958995938301086,0.9953755140304565,0.9950073957443237
