epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.9002369046211243,420.23779296875,0.001,0.9355286359786987,353.634765625
1,0.9265753030776978,356.16241455078125,0.001,0.9125774502754211,349.78143310546875
2,0.9232273101806641,353.77734375,0.001,0.9337454438209534,347.0729675292969
3,0.9242364764213562,351.84716796875,0.001,0.9309714436531067,345.6929626464844
4,0.9258788824081421,350.1336364746094,0.001,0.9199294447898865,344.8655700683594
5,0.9280114769935608,349.0077819824219,0.001,0.9183676242828369,345.08709716796875
6,0.9382781386375427,345.7352600097656,0.0005,0.9392368197441101,342.29644775390625
7,0.9359546899795532,345.64483642578125,0.0005,0.9423307776451111,341.47296142578125
8,0.9323236346244812,345.35455322265625,0.0005,0.9315671324729919,341.8891296386719
9,0.932435929775238,344.9886474609375,0.0005,0.9229657053947449,341.72198486328125
10,0.9334515333175659,344.326171875,0.0005,0.9379387497901917,341.0057067871094
11,0.9342831969261169,343.98797607421875,0.0005,0.9365610480308533,340.3411865234375
12,0.9359722137451172,343.4368896484375,0.0005,0.9360737204551697,338.9530334472656
13,0.9350363612174988,343.1070556640625,0.0005,0.9383357167243958,339.766845703125
14,0.9347991943359375,342.958984375,0.0005,0.9351864457130432,338.5755310058594
15,0.9409480094909668,341.5060119628906,0.00025,0.9434897303581238,337.96588134765625
16,0.939911425113678,341.446533203125,0.00025,0.9301300644874573,338.5469665527344
17,0.9391856789588928,341.4163818359375,0.00025,0.9468002319335938,337.9383544921875
18,0.9390316605567932,341.3407287597656,0.00025,0.9256390333175659,337.97747802734375
19,0.9394165277481079,341.13555908203125,0.00025,0.9366492033004761,338.2791442871094
20,0.9399706125259399,340.9648742675781,0.00025,0.9437727332115173,337.1943664550781
21,0.9405617117881775,340.87347412109375,0.00025,0.9446153044700623,337.6640625
22,0.9409254193305969,340.72467041015625,0.00025,0.9424285292625427,337.00750732421875
23,0.9405138492584229,340.5592956542969,0.00025,0.9464783072471619,336.9884338378906
24,0.9434100985527039,339.93841552734375,0.000125,0.9470902681350708,336.70343017578125
25,0.942864716053009,339.8864440917969,0.000125,0.9415636658668518,337.00823974609375
26,0.9429941773414612,339.8421630859375,0.000125,0.9429604411125183,337.0127258300781
27,0.9430845379829407,339.7314453125,0.000125,0.9457563161849976,336.7447509765625
28,0.9433304071426392,339.713134765625,0.000125,0.9421441555023193,336.6272277832031
29,0.9431527256965637,339.6100769042969,0.000125,0.9437076449394226,336.3679504394531
30,0.9440587162971497,339.4696350097656,0.000125,0.945253849029541,336.0452880859375
31,0.9446280002593994,339.3650207519531,0.000125,0.9429969191551208,336.0065612792969
32,0.9441051483154297,339.2678527832031,0.000125,0.9469879865646362,336.1886291503906
33,0.9458091259002686,338.9420471191406,6.25e-05,0.9487690925598145,335.6304016113281
34,0.945726215839386,338.8819580078125,6.25e-05,0.9453356862068176,335.6551513671875
35,0.9453322887420654,338.8507080078125,6.25e-05,0.9433503746986389,335.6309509277344
36,0.9457630515098572,338.79644775390625,6.25e-05,0.9491840600967407,335.7852783203125
37,0.9457827210426331,338.78924560546875,6.25e-05,0.9463484883308411,335.4486389160156
38,0.9460344314575195,338.7337646484375,6.25e-05,0.946888267993927,335.4930419921875
39,0.9458860158920288,338.6636962890625,6.25e-05,0.9465009570121765,335.4710998535156
40,0.9460015892982483,338.65362548828125,6.25e-05,0.9467421770095825,335.4487609863281
41,0.9462164640426636,338.6136474609375,6.25e-05,0.9473357796669006,335.2967834472656
42,0.947031557559967,338.3769226074219,3.125e-05,0.9481492638587952,335.1339416503906
43,0.9472116827964783,338.34075927734375,3.125e-05,0.9472183585166931,335.27764892578125
44,0.9469479322433472,338.33929443359375,3.125e-05,0.943605363368988,335.1686706542969
45,0.9469615817070007,338.2931823730469,3.125e-05,0.947399914264679,335.1084899902344
46,0.9472859501838684,338.2728271484375,3.125e-05,0.9470446109771729,335.05126953125
47,0.9473504424095154,338.23504638671875,3.125e-05,0.9486610889434814,335.0768737792969
48,0.947449266910553,338.2234802246094,3.125e-05,0.9491165280342102,334.9906311035156
49,0.947110652923584,338.2056884765625,3.125e-05,0.9470949172973633,334.9143371582031
50,0.9472731947898865,338.1639709472656,3.125e-05,0.9479097723960876,335.1259460449219
51,0.9475412368774414,338.06060791015625,1.5625e-05,0.9489567279815674,334.9072570800781
52,0.9474548697471619,338.0460205078125,1.5625e-05,0.9493095278739929,334.9703674316406
53,0.9475144743919373,338.0382080078125,1.5625e-05,0.9481475949287415,334.92230224609375
54,0.9476559162139893,338.033935546875,1.5625e-05,0.9479061365127563,334.84332275390625
55,0.9474961757659912,338.00897216796875,1.5625e-05,0.9477341175079346,334.8580017089844
56,0.9476205110549927,338.0000305175781,1.5625e-05,0.948159396648407,334.8038024902344
57,0.9476048946380615,337.9855651855469,1.5625e-05,0.9485191702842712,334.8585510253906
58,0.9475088119506836,337.97296142578125,1.5625e-05,0.94835364818573,334.80194091796875
59,0.9476903080940247,337.9516906738281,1.5625e-05,0.9497431516647339,334.9108581542969
60,0.9476352334022522,337.95745849609375,1.5625e-05,0.9467929601669312,334.80743408203125
61,0.947617769241333,337.931396484375,1.5625e-05,0.9473920464515686,334.8267822265625
62,0.9476156830787659,337.9211730957031,1.5625e-05,0.9487283825874329,334.7557678222656
63,0.9475794434547424,337.9116516113281,1.5625e-05,0.9488140940666199,334.7901306152344
64,0.9476333856582642,337.89227294921875,1.5625e-05,0.94797682762146,334.7189025878906
65,0.9477302432060242,337.8322448730469,7.8125e-06,0.9478809237480164,334.7062683105469
66,0.9478236436843872,337.82598876953125,7.8125e-06,0.9482702612876892,334.7094421386719
67,0.9477795362472534,337.8260803222656,7.8125e-06,0.94835364818573,334.679931640625
68,0.947797417640686,337.81085205078125,7.8125e-06,0.9489971399307251,334.6686096191406
69,0.9477297067642212,337.8109130859375,7.8125e-06,0.9496167302131653,334.6545104980469
70,0.9477835297584534,337.8042907714844,7.8125e-06,0.949088454246521,334.6537780761719
71,0.947729766368866,337.7935791015625,7.8125e-06,0.9478551745414734,334.6934814453125
72,0.9478188157081604,337.7854919433594,7.8125e-06,0.9481605291366577,334.6675720214844
73,0.947780191898346,337.7768249511719,7.8125e-06,0.947441041469574,334.682373046875
74,0.9478595852851868,337.74664306640625,3.90625e-06,0.9473676085472107,334.6404113769531
75,0.9478610754013062,337.742431640625,3.90625e-06,0.9488392472267151,334.6261291503906
76,0.947903037071228,337.7411193847656,3.90625e-06,0.9483574628829956,334.6118469238281
77,0.9478505253791809,337.7373352050781,3.90625e-06,0.9475530982017517,334.6095275878906
78,0.9478955268859863,337.7373352050781,3.90625e-06,0.9488878846168518,334.60247802734375
79,0.9478442072868347,337.73370361328125,3.90625e-06,0.9481783509254456,334.5856018066406
80,0.9478750824928284,337.72869873046875,3.90625e-06,0.9483738541603088,334.62030029296875
81,0.9478410482406616,337.7247009277344,3.90625e-06,0.9472792148590088,334.5873718261719
82,0.947821855545044,337.7216796875,3.90625e-06,0.9472545385360718,334.59332275390625
83,0.9479511976242065,337.7046813964844,1.953125e-06,0.9476868510246277,334.57818603515625
84,0.9479377269744873,337.703369140625,1.953125e-06,0.9481750130653381,334.5694885253906
85,0.9479280114173889,337.7003173828125,1.953125e-06,0.9482990503311157,334.57568359375
86,0.9479231834411621,337.6978759765625,1.953125e-06,0.9478550553321838,334.5739440917969
87,0.9479418992996216,337.6971740722656,1.953125e-06,0.9488096833229065,334.57489013671875
88,0.947928249835968,337.69683837890625,1.953125e-06,0.9484651684761047,334.577880859375
89,0.9479333162307739,337.6953430175781,1.953125e-06,0.9484027028083801,334.5858459472656
90,0.947943925857544,337.6913757324219,1.953125e-06,0.9481805562973022,334.5635070800781
91,0.9479610323905945,337.6896667480469,1.953125e-06,0.9487819075584412,334.5674133300781
92,0.947932243347168,337.6820068359375,9.765625e-07,0.9484567046165466,334.56005859375
93,0.9479678273200989,337.6803894042969,9.765625e-07,0.9480111002922058,334.560791015625
94,0.9479737281799316,337.678955078125,9.765625e-07,0.9484397172927856,334.5585632324219
95,0.9479615092277527,337.6774597167969,9.765625e-07,0.948327898979187,334.556884765625
96,0.9479460716247559,337.67724609375,9.765625e-07,0.9486920833587646,334.55499267578125
97,0.9479665160179138,337.6754455566406,9.765625e-07,0.9482039213180542,334.55816650390625
98,0.9479294419288635,337.6763916015625,9.765625e-07,0.9488569498062134,334.561767578125
99,0.9479214549064636,337.67529296875,9.765625e-07,0.9482983946800232,334.5536193847656
100,0.947994589805603,337.67376708984375,9.765625e-07,0.9481850862503052,334.55609130859375
101,0.9479625225067139,337.66961669921875,4.882813e-07,0.9481111764907837,334.5516357421875
102,0.9479933977127075,337.66815185546875,4.882813e-07,0.9483370184898376,334.551513671875
103,0.9480032324790955,337.667724609375,4.882813e-07,0.948093593120575,334.5486755371094
104,0.9479812979698181,337.667724609375,4.882813e-07,0.9483460783958435,334.54876708984375
105,0.9479808807373047,337.6673583984375,4.882813e-07,0.9481233358383179,334.5497131347656
106,0.9479824304580688,337.6672058105469,4.882813e-07,0.9485442638397217,334.5474548339844
107,0.9479743242263794,337.6661376953125,4.882813e-07,0.9485772848129272,334.5468444824219
108,0.9479711651802063,337.66595458984375,4.882813e-07,0.9483572244644165,334.5458679199219
109,0.9479736685752869,337.6651611328125,4.882813e-07,0.9484076499938965,334.55072021484375
110,0.948017954826355,337.6629333496094,2.4414064e-07,0.9480777978897095,334.54803466796875
111,0.9479860067367554,337.66192626953125,2.4414064e-07,0.9484164118766785,334.54730224609375
112,0.9479950666427612,337.66229248046875,2.4414064e-07,0.948366105556488,334.547607421875
113,0.9480124711990356,337.66162109375,2.4414064e-07,0.9482070803642273,334.5465087890625
114,0.9479768872261047,337.66180419921875,2.4414064e-07,0.9480368494987488,334.5460510253906
115,0.9479917883872986,337.66156005859375,2.4414064e-07,0.9483240842819214,334.5459289550781
116,0.9479836821556091,337.6612854003906,2.4414064e-07,0.9484240412712097,334.54559326171875
117,0.9480196833610535,337.6612548828125,2.4414064e-07,0.9482287764549255,334.5451354980469
118,0.9479779005050659,337.6611022949219,2.4414064e-07,0.948479950428009,334.544677734375
119,0.9479910731315613,337.6592102050781,1.2207032e-07,0.9484158158302307,334.5445251464844
120,0.9480131268501282,337.65924072265625,1.2207032e-07,0.9483949542045593,334.5438537597656
121,0.9479885101318359,337.65899658203125,1.2207032e-07,0.9483873248100281,334.5442199707031
122,0.9479886889457703,337.6588439941406,1.2207032e-07,0.9483552575111389,334.5435791015625
123,0.9480027556419373,337.6590881347656,1.2207032e-07,0.9481669664382935,334.5441589355469
124,0.947993814945221,337.65869140625,1.2207032e-07,0.9485453367233276,334.5439758300781
125,0.9479859471321106,337.6586608886719,1.2207032e-07,0.9483027458190918,334.5447692871094
126,0.9479950070381165,337.6586608886719,1.2207032e-07,0.9485514760017395,334.5441589355469
127,0.9480034708976746,337.65869140625,1.2207032e-07,0.948215126991272,334.54345703125
128,0.9479975700378418,337.6576843261719,6.103516e-08,0.9483892321586609,334.5435791015625
129,0.9480066895484924,337.65777587890625,6.103516e-08,0.9483339786529541,334.54339599609375
130,0.9479969143867493,337.6575012207031,6.103516e-08,0.9483485221862793,334.54327392578125
131,0.9479992389678955,337.6573791503906,6.103516e-08,0.9484362602233887,334.5433044433594
132,0.9479988813400269,337.6573791503906,6.103516e-08,0.9483903646469116,334.54351806640625
133,0.9480087757110596,337.6575622558594,6.103516e-08,0.9484114646911621,334.5432434082031
134,0.9479979872703552,337.6571960449219,6.103516e-08,0.948391854763031,334.5433349609375
135,0.9479961395263672,337.6573791503906,6.103516e-08,0.9484732151031494,334.5430603027344
136,0.9480028748512268,337.6571960449219,6.103516e-08,0.9483568072319031,334.5430908203125
137,0.9480045437812805,337.6568603515625,3.051758e-08,0.9483152627944946,334.54296875
138,0.9480012059211731,337.6568908691406,3.051758e-08,0.9482784867286682,334.5429382324219
139,0.9479823112487793,337.6566467285156,3.051758e-08,0.9483718872070312,334.54296875
140,0.9480031728744507,337.6568908691406,3.051758e-08,0.9483392834663391,334.54296875
141,0.9480049014091492,337.6567077636719,3.051758e-08,0.948322057723999,334.54278564453125
142,0.9479905962944031,337.6568603515625,3.051758e-08,0.948390781879425,334.5426940917969
143,0.947994589805603,337.6566162109375,3.051758e-08,0.9484463334083557,334.5428466796875
144,0.9480070471763611,337.6565246582031,3.051758e-08,0.9484362602233887,334.5425109863281
145,0.9480158686637878,337.65679931640625,3.051758e-08,0.9482827186584473,334.54254150390625
146,0.9479847550392151,337.6562805175781,1.525879e-08,0.9483432173728943,334.5425720214844
147,0.9480032324790955,337.65625,1.525879e-08,0.9483546018600464,334.5427551269531
148,0.947999894618988,337.6566467285156,1.525879e-08,0.9483702778816223,334.5425109863281
149,0.9479914307594299,337.6561584472656,1.525879e-08,0.9483951330184937,334.5426025390625
150,0.9480155110359192,337.65643310546875,1.525879e-08,0.9483525156974792,334.5425720214844
151,0.9480015635490417,337.656494140625,1.525879e-08,0.9483416676521301,334.542724609375
152,0.9479883313179016,337.6562194824219,1.525879e-08,0.9483793377876282,334.5427551269531
153,0.948008120059967,337.6562805175781,1.525879e-08,0.9483723640441895,334.54254150390625
154,0.9480093717575073,337.6562194824219,1.525879e-08,0.9483401775360107,334.54254150390625
155,0.9479907751083374,337.6562194824219,7.629395e-09,0.9483516812324524,334.5425720214844
156,0.9479961395263672,337.6562194824219,7.629395e-09,0.9483622312545776,334.54248046875
157,0.9480028748512268,337.6562805175781,7.629395e-09,0.9483513236045837,334.5425720214844
158,0.947998046875,337.6562805175781,7.629395e-09,0.9483637809753418,334.5425720214844
159,0.9480095505714417,337.6563415527344,7.629395e-09,0.9483562111854553,334.5425720214844
160,0.9480043053627014,337.6559143066406,7.629395e-09,0.9483439326286316,334.54254150390625
161,0.9479880928993225,337.6561279296875,7.629395e-09,0.9483658671379089,334.54254150390625
162,0.9479987621307373,337.6560974121094,7.629395e-09,0.9483696222305298,334.5425720214844
163,0.9480043053627014,337.65625,7.629395e-09,0.9483766555786133,334.5425109863281
164,0.9480053186416626,337.6561279296875,3.8146974e-09,0.9483753442764282,334.5425109863281
165,0.9480121731758118,337.6561584472656,3.8146974e-09,0.9483739137649536,334.54248046875
166,0.9479995965957642,337.6559753417969,3.8146974e-09,0.9483737945556641,334.54248046875
167,0.9480054974555969,337.6560363769531,3.8146974e-09,0.9483693838119507,334.54248046875
168,0.9480078816413879,337.6561279296875,3.8146974e-09,0.9483635425567627,334.5425109863281
169,0.9480006694793701,337.6558837890625,3.8146974e-09,0.9483660459518433,334.54241943359375
170,0.948002815246582,337.65606689453125,3.8146974e-09,0.9483572244644165,334.54241943359375
171,0.9480023980140686,337.6561279296875,3.8146974e-09,0.9483614563941956,334.5423889160156
172,0.9480021595954895,337.6562194824219,3.8146974e-09,0.9483544826507568,334.54241943359375
173,0.9479933381080627,337.6559753417969,1.9073487e-09,0.9483559131622314,334.54241943359375
174,0.9479949474334717,337.6562194824219,1.9073487e-09,0.9483597874641418,334.5423889160156
175,0.9479973912239075,337.6561584472656,1.9073487e-09,0.9483605623245239,334.5423889160156
176,0.9479953050613403,337.65594482421875,1.9073487e-09,0.9483603835105896,334.54241943359375
177,0.9479954838752747,337.6561279296875,1.9073487e-09,0.9483612775802612,334.54248046875
178,0.9479975700378418,337.6557922363281,1.9073487e-09,0.9483595490455627,334.54241943359375
179,0.9479968547821045,337.6559753417969,1.9073487e-09,0.9483603239059448,334.54241943359375
180,0.9479977488517761,337.6559753417969,1.9073487e-09,0.9483626484870911,334.54248046875
181,0.9480015635490417,337.65631103515625,1.9073487e-09,0.9483628273010254,334.54241943359375
182,0.9479988217353821,337.6559143066406,9.536744e-10,0.9483631253242493,334.54241943359375
183,0.9480002522468567,337.6561279296875,9.536744e-10,0.9483634829521179,334.54248046875
184,0.9480000734329224,337.6560974121094,9.536744e-10,0.948363721370697,334.54241943359375
185,0.9480001330375671,337.6562805175781,9.536744e-10,0.9483631253242493,334.54241943359375
186,0.9480015635490417,337.6561584472656,9.536744e-10,0.9483634829521179,334.54241943359375
187,0.948000431060791,337.6559143066406,9.536744e-10,0.9483641386032104,334.54241943359375
188,0.9480016231536865,337.6559143066406,9.536744e-10,0.9483650326728821,334.54241943359375
189,0.9480018019676208,337.65625,9.536744e-10,0.9483655691146851,334.54241943359375
190,0.9480019211769104,337.6562194824219,9.536744e-10,0.9483667612075806,334.54241943359375
191,0.9480032920837402,337.65594482421875,4.768372e-10,0.9483668804168701,334.54241943359375
192,0.9480027556419373,337.6558837890625,4.768372e-10,0.9483662843704224,334.54241943359375
193,0.9480023980140686,337.6561584472656,4.768372e-10,0.9483667612075806,334.54241943359375
194,0.9480030536651611,337.65594482421875,4.768372e-10,0.9483662247657776,334.54241943359375
195,0.9480019211769104,337.65606689453125,4.768372e-10,0.9483662247657776,334.54241943359375
196,0.9480025768280029,337.65625,4.768372e-10,0.9483662247657776,334.54241943359375
197,0.9480023384094238,337.6558837890625,4.768372e-10,0.9483658671379089,334.54241943359375
198,0.9480020403862,337.6560363769531,4.768372e-10,0.9483659863471985,334.54241943359375
199,0.9480017423629761,337.6561584472656,4.768372e-10,0.9483658075332642,334.54241943359375
200,0.9480024576187134,337.6558837890625,2.384186e-10,0.9483654499053955,334.54241943359375
201,0.9480009078979492,337.6560363769531,2.384186e-10,0.9483658671379089,334.54241943359375
202,0.9480020403862,337.6560974121094,2.384186e-10,0.9483656883239746,334.54241943359375
203,0.9480016231536865,337.65606689453125,2.384186e-10,0.9483654499053955,334.54241943359375
204,0.9480025768280029,337.6560363769531,2.384186e-10,0.9483654499053955,334.54241943359375
205,0.9480022192001343,337.6561584472656,2.384186e-10,0.9483655691146851,334.54241943359375
206,0.9480026364326477,337.6560974121094,2.384186e-10,0.9483655691146851,334.54241943359375
207,0.9480023384094238,337.6562805175781,2.384186e-10,0.9483653903007507,334.54241943359375
208,0.9480017423629761,337.6558532714844,2.384186e-10,0.9483653903007507,334.54241943359375
209,0.9480013251304626,337.65594482421875,1.192093e-10,0.9483659863471985,334.54241943359375
210,0.9480020403862,337.6558532714844,1.192093e-10,0.9483655691146851,334.54241943359375
211,0.9480023980140686,337.6561279296875,1.192093e-10,0.9483658075332642,334.54241943359375
212,0.9480015635490417,337.6560974121094,1.192093e-10,0.9483656287193298,334.54241943359375
213,0.9480030536651611,337.65576171875,1.192093e-10,0.9483656883239746,334.54241943359375
214,0.9480019807815552,337.6559753417969,1.192093e-10,0.9483656287193298,334.54241943359375
215,0.9480026364326477,337.65594482421875,1.192093e-10,0.9483654499053955,334.54241943359375
216,0.9480019211769104,337.6561584472656,1.192093e-10,0.9483655691146851,334.54241943359375
217,0.9480023384094238,337.6561584472656,1.192093e-10,0.9483655691146851,334.54241943359375
218,0.9480020403862,337.6561584472656,5.960465e-11,0.9483656883239746,334.54241943359375
219,0.9480025768280029,337.6561279296875,5.960465e-11,0.9483655691146851,334.54241943359375
220,0.9480019211769104,337.6562805175781,5.960465e-11,0.9483654499053955,334.54241943359375
221,0.9480017423629761,337.6562194824219,5.960465e-11,0.9483652710914612,334.54241943359375
222,0.948002815246582,337.6559143066406,5.960465e-11,0.9483654499053955,334.54241943359375
223,0.9480019211769104,337.6560363769531,5.960465e-11,0.9483656287193298,334.54241943359375
224,0.9480023980140686,337.65606689453125,5.960465e-11,0.9483656287193298,334.54241943359375
225,0.9480022192001343,337.6560363769531,5.960465e-11,0.9483656287193298,334.54241943359375
226,0.9480026364326477,337.65606689453125,5.960465e-11,0.9483655691146851,334.54241943359375
227,0.9480022192001343,337.6559753417969,2.9802324e-11,0.9483656287193298,334.54241943359375
228,0.9480015635490417,337.65576171875,2.9802324e-11,0.9483655691146851,334.54241943359375
229,0.9480015635490417,337.6560974121094,2.9802324e-11,0.9483654499053955,334.54241943359375
230,0.9480019211769104,337.6557922363281,2.9802324e-11,0.9483654499053955,334.54241943359375
231,0.9480017423629761,337.6559143066406,2.9802324e-11,0.9483655691146851,334.54241943359375
232,0.9480029940605164,337.6563415527344,2.9802324e-11,0.9483656287193298,334.54241943359375
233,0.9480023980140686,337.6559143066406,2.9802324e-11,0.9483652710914612,334.54241943359375
234,0.9480016231536865,337.6559753417969,2.9802324e-11,0.9483655691146851,334.54241943359375
235,0.9480018019676208,337.6558837890625,2.9802324e-11,0.9483655691146851,334.54241943359375
236,0.9480013251304626,337.6561584472656,1.4901162e-11,0.9483655691146851,334.54241943359375
237,0.9480019807815552,337.6560363769531,1.4901162e-11,0.9483653903007507,334.54241943359375
238,0.9480018019676208,337.6560974121094,1.4901162e-11,0.9483653903007507,334.54241943359375
239,0.9480022192001343,337.6560363769531,1.4901162e-11,0.9483654499053955,334.54241943359375
240,0.9480020403862,337.6561584472656,1.4901162e-11,0.9483655691146851,334.54241943359375
241,0.9480015635490417,337.6560363769531,1.4901162e-11,0.9483656287193298,334.54241943359375
242,0.9480020403862,337.6561584472656,1.4901162e-11,0.9483654499053955,334.54241943359375
243,0.9480025768280029,337.65625,1.4901162e-11,0.9483654499053955,334.54241943359375
244,0.9480016231536865,337.6561279296875,1.4901162e-11,0.9483658075332642,334.54241943359375
245,0.9480017423629761,337.6561279296875,7.450581e-12,0.9483656287193298,334.54241943359375
246,0.9480019807815552,337.6564025878906,7.450581e-12,0.9483656883239746,334.54241943359375
247,0.9480020403862,337.65606689453125,7.450581e-12,0.9483656287193298,334.54241943359375
248,0.9480023980140686,337.6560363769531,7.450581e-12,0.9483656287193298,334.54241943359375
249,0.9480015635490417,337.6560974121094,7.450581e-12,0.9483656287193298,334.54241943359375
250,0.9480023980140686,337.6560363769531,7.450581e-12,0.9483656883239746,334.54241943359375
251,0.9480024576187134,337.6560363769531,7.450581e-12,0.9483656883239746,334.54241943359375
252,0.9480024576187134,337.6561584472656,7.450581e-12,0.9483656287193298,334.54241943359375
253,0.9480019211769104,337.65606689453125,7.450581e-12,0.9483656883239746,334.54241943359375
254,0.9480026364326477,337.65594482421875,3.7252905e-12,0.9483656883239746,334.54241943359375
255,0.9480019211769104,337.6560363769531,3.7252905e-12,0.9483656287193298,334.54241943359375
256,0.9480022192001343,337.6562805175781,3.7252905e-12,0.9483656287193298,334.54241943359375
257,0.9480023980140686,337.6560974121094,3.7252905e-12,0.9483656287193298,334.54241943359375
258,0.9480023980140686,337.6558837890625,3.7252905e-12,0.9483656287193298,334.54241943359375
259,0.9480015635490417,337.6560974121094,3.7252905e-12,0.9483656287193298,334.54241943359375
260,0.9480005502700806,337.65594482421875,3.7252905e-12,0.9483656287193298,334.54241943359375
261,0.9480013847351074,337.6558837890625,3.7252905e-12,0.9483656287193298,334.54241943359375
262,0.948001503944397,337.6559143066406,3.7252905e-12,0.9483655691146851,334.54241943359375
263,0.9480022192001343,337.6560363769531,1.8626452e-12,0.9483655691146851,334.54241943359375
264,0.9480017423629761,337.6559753417969,1.8626452e-12,0.9483655691146851,334.54241943359375
265,0.9480020403862,337.6561584472656,1.8626452e-12,0.9483655691146851,334.54241943359375
266,0.9480019807815552,337.6561584472656,1.8626452e-12,0.9483655691146851,334.54241943359375
267,0.9480019807815552,337.65576171875,1.8626452e-12,0.9483655691146851,334.54241943359375
268,0.9480023980140686,337.6557922363281,1.8626452e-12,0.9483655691146851,334.54241943359375
269,0.9480012059211731,337.6560363769531,1.8626452e-12,0.9483655691146851,334.54241943359375
270,0.9480020403862,337.6558837890625,1.8626452e-12,0.9483655691146851,334.54241943359375
