epoch,acc,loss,lr,val_acc,val_loss
0,0.682466233086741,1.0969523583101355,0.001,0.491,2.691712736606598
1,0.8885067534065055,0.3466773563516086,0.001,0.743,1.0603095285594464
2,0.9184592296446247,0.24855853307092113,0.001,0.8021875,0.7983933884650469
3,0.9329664832118035,0.20168829909066907,0.001,0.7761875,0.9992561635077
4,0.9420335167583792,0.17164085105083893,0.001,0.808875,0.9234183431118727
5,0.9478489244324139,0.16081063457955236,0.001,0.704375,1.4833795785307884
6,0.9551025512756378,0.14029797011256784,0.001,0.8913125,0.4581446795724332
7,0.9540625,0.1415363953197375,0.001,0.9361875,0.25474437200510874
8,0.9585835835537514,0.12551113313159068,0.001,0.8450625,0.6125337254106998
9,0.9608554276840396,0.12187252284398954,0.001,0.9205,0.26521649439120665
10,0.9619184591997976,0.11390174674489845,0.001,0.95,0.197215435702994
11,0.9691720860430215,0.09692145294471159,0.001,0.903,0.36983527600439264
12,0.9714857428416185,0.08845897361295127,0.001,0.9638125,0.12286207380291307
13,0.9681090544974464,0.09700641547748563,0.001,0.91375,0.3499270599852316
14,0.9691720860430215,0.09175514980005459,0.001,0.9104375,0.31351763125264553
15,0.9777388694347173,0.0708848262055935,0.001,0.9630625,0.128154315185624
16,0.9768634317456751,0.07312781209805855,0.001,0.9470625,0.19069508169882465
17,0.971048024012006,0.09193209947537391,0.001,0.9453125,0.19866598000074737
18,0.9908125,0.029988326885908464,0.00020000001,0.9929375,0.024049667383654195
19,0.9938688688688688,0.018904075097567443,0.00020000001,0.993625,0.022772236488197903
