epoch,acc,loss,lr,val_acc,val_loss
0,0.7356968674242016,0.9168003403968289,0.001,0.644875,1.7236475843191146
1,0.871881448152193,0.4045868034040191,0.001,0.8363125,0.617492760412395
2,0.9084599511876664,0.2927321693668116,0.001,0.7479375,1.096416121840477
3,0.9190625,0.25452347634732725,0.001,0.70625,1.2678658724427223
4,0.9306267984747424,0.2210697690510849,0.001,0.8848125,0.4000920044593513
5,0.9395360470131177,0.18814812684934223,0.001,0.8445,0.5606253119930625
6,0.9409116488724587,0.18765034923736534,0.001,0.865625,0.4743554452434182
7,0.9470393296657506,0.15990234587386037,0.001,0.880125,0.45980410994589327
8,0.948352404143285,0.16035314676410253,0.001,0.8950625,0.37660979680158196
9,0.9528543737885324,0.15142398318958883,0.001,0.925875,0.266683799573686
10,0.956125,0.1351922114621848,0.001,0.937875,0.21046775720035657
11,0.9608407356697881,0.12084420895662792,0.001,0.8721875,0.5602929341699928
12,0.9597949102732446,0.12590314614834197,0.001,0.925875,0.24261422131955623
13,0.9658600637443605,0.10995150479448301,0.001,0.9233125,0.2846325070853345
14,0.9636716063538568,0.11400491142568495,0.001,0.9269375,0.2705421459665522
15,0.9653598449321579,0.10508054427831447,0.001,0.845625,0.6682678832150996
16,0.9849309072383892,0.04383104302935716,0.00020000001,0.9871875,0.04150009352374764
17,0.9905583692865628,0.02789402854875653,0.00020000001,0.988875,0.036004714142856754
18,0.9903707872194085,0.026715909546015337,0.00020000001,0.9868125,0.04194283807244688
19,0.9915588069780529,0.022828610652900115,0.00020000001,0.9888125,0.039542916814654744
