epoch,acc,loss,lr,val_acc,val_loss
0,0.6472024033045437,1.1935736554661864,0.001,0.5518125,2.4765891444683077
1,0.8159375,0.5680794000029564,0.001,0.63725,1.5723549082875252
2,0.8601201652122658,0.43043631791978954,0.001,0.7875,0.8521924632638693
3,0.884466140928876,0.3551435415482757,0.001,0.712125,1.1973414294719695
4,0.8931875,0.32886458956450226,0.001,0.8114375,0.7232333678752184
5,0.9036875,0.28992630340158937,0.001,0.8448125,0.49330628088116646
6,0.9065590186506446,0.27903063434140823,0.001,0.83875,0.6891819633990526
7,0.9144375,0.2534011817201972,0.001,0.8571875,0.5154121737107634
8,0.9259606959420191,0.2293746436152564,0.001,0.7891875,0.9615404199659824
9,0.9265239704519208,0.21992938811958979,0.001,0.736875,1.3981738384068012
10,0.9301875,0.20751354443468153,0.001,0.86425,0.4713160569081083
11,0.9335961947678058,0.19979317794745236,0.001,0.86625,0.5783001536093653
12,0.9350356740368996,0.1939761021779168,0.001,0.8995,0.37580103749874977
13,0.9414375,0.17931253032013775,0.001,0.886875,0.46314238286949694
14,0.9436099637000877,0.16702305945306775,0.001,0.8744375,0.49834340906888247
15,0.9438125,0.16405515129026024,0.001,0.927,0.2515425868909806
16,0.9452372011515834,0.16439569710618282,0.001,0.89175,0.4453178243143484
17,0.9498685692827638,0.15428025278826205,0.001,0.8491875,0.673025350689888
18,0.95075,0.1441137312827632,0.001,0.911125,0.34667441485449674
19,0.9535625,0.1402394419121556,0.001,0.9034375,0.3492851227028295
