epoch,acc,loss,lr,val_acc,val_loss
0,0.7208036184310913,0.9936001896858215,0.001,0.3851250112056732,4.888317584991455
1,0.8869695663452148,0.35048750042915344,0.001,0.6218125224113464,2.001394748687744
2,0.915571391582489,0.260294646024704,0.001,0.9402499794960022,0.18840138614177704
3,0.9274627566337585,0.2175678312778473,0.001,0.835562527179718,0.5945675373077393
4,0.9399999976158142,0.18133267760276794,0.001,0.9289374947547913,0.20949995517730713
5,0.9493125081062317,0.15648284554481506,0.001,0.9164375066757202,0.2945890724658966
6,0.9521250128746033,0.14519494771957397,0.001,0.9357500076293945,0.22231721878051758
7,0.9566904306411743,0.13599905371665955,0.001,0.7988749742507935,0.9311991333961487
8,0.9810364246368408,0.05748113989830017,0.00020000001,0.9915000200271606,0.025567660108208656
9,0.988296389579773,0.03683626651763916,0.00020000001,0.9935625195503235,0.018339427188038826
10,0.9881712198257446,0.0347907729446888,0.00020000001,0.9893749952316284,0.03355890512466431
11,0.9898124933242798,0.027658067643642426,0.00020000001,0.992062509059906,0.02522871270775795
12,0.9898124933242798,0.02962568588554859,0.00020000001,0.991812527179718,0.02604484185576439
13,0.991926372051239,0.026048844680190086,0.00020000001,0.992062509059906,0.025767473503947258
14,0.9913631081581116,0.026210419833660126,0.00020000001,0.9876875281333923,0.039131321012973785
15,0.9902499914169312,0.02735094726085663,0.00020000001,0.9933750033378601,0.01891978643834591
16,0.9909250140190125,0.02813217043876648,0.00020000001,0.9936249852180481,0.018076395615935326
17,0.9938665628433228,0.016469616442918777,4.0000003e-05,0.996999979019165,0.00979374535381794
18,0.9955564141273499,0.014795291237533092,4.0000003e-05,0.9971874952316284,0.008248276077210903
19,0.995437502861023,0.01416919007897377,4.0000003e-05,0.9956874847412109,0.013514280319213867

