epoch,class_output_accuracy,class_output_loss,loss,lr,superclass_output_accuracy,superclass_output_loss,val_class_output_accuracy,val_class_output_loss,val_loss,val_superclass_output_accuracy,val_superclass_output_loss
0,0.37005287408828735,2.313255786895752,4.223964214324951,0.001,0.3597085177898407,1.9107089042663574,0.5,1.7659649848937988,3.429067850112915,0.45696720480918884,1.6631038188934326
1,0.536276638507843,1.5894933938980103,3.2018606662750244,0.001,0.4473781883716583,1.6123666763305664,0.6262108683586121,1.2490267753601074,2.589661121368408,0.5478762984275818,1.340633749961853
2,0.5856836438179016,1.387833833694458,2.8579418659210205,0.001,0.5017573833465576,1.4701095819473267,0.6603949069976807,1.1148431301116943,2.398148775100708,0.5676229596138,1.2833054065704346
3,0.6207743883132935,1.269221305847168,2.6612982749938965,0.001,0.5260180234909058,1.3920763731002808,0.6627235412597656,1.0966250896453857,2.249150514602661,0.6002235412597656,1.152526617050171
4,0.6457493901252747,1.1793043613433838,2.5234766006469727,0.001,0.5426775217056274,1.3441743850708008,0.6873137354850769,0.9911450743675232,2.15084171295166,0.6095380187034607,1.1596978902816772
5,0.6644377708435059,1.1084530353546143,2.424128293991089,0.001,0.554307758808136,1.3156743049621582,0.683587908744812,1.0402671098709106,2.220461845397949,0.5883010625839233,1.180194616317749
6,0.6788398623466492,1.0569889545440674,2.349496364593506,0.001,0.5585654973983765,1.2925083637237549,0.7215909361839294,0.9069177508354187,1.9879302978515625,0.6236028075218201,1.0810128450393677
7,0.6945563554763794,0.9973971843719482,2.2706313133239746,0.001,0.5637948513031006,1.2732343673706055,0.6748323440551758,1.076915979385376,2.505369186401367,0.5842027068138123,1.4284523725509644
8,0.7051578760147095,0.9618512392044067,2.2282779216766357,0.001,0.5681383013725281,1.26642906665802,0.6793964505195618,1.1040449142456055,2.2928340435028076,0.6056259274482727,1.1887891292572021
9,0.7143306136131287,0.9316064119338989,2.189213752746582,0.001,0.5687384009361267,1.2576076984405518,0.6924366354942322,1.0362234115600586,2.3099329471588135,0.6012481451034546,1.2737094163894653
10,0.723617672920227,0.8976243734359741,2.143399715423584,0.001,0.5746249556541443,1.2457752227783203,0.7656483054161072,0.7710184454917908,1.8846653699874878,0.617268979549408,1.1136480569839478
11,0.734647810459137,0.8607265949249268,2.0829172134399414,0.001,0.5809115767478943,1.2221906185150146,0.7630402445793152,0.7703975439071655,1.8917405605316162,0.6316132545471191,1.121342658996582
12,0.7457922697067261,0.8197557926177979,2.0236752033233643,0.001,0.5861980319023132,1.2039176225662231,0.7785022258758545,0.7054044604301453,1.8499963283538818,0.6261177062988281,1.144592523574829
13,0.751535952091217,0.7985904216766357,1.99364173412323,0.001,0.5866552591323853,1.1950520277023315,0.7379843592643738,0.8305748701095581,2.0489606857299805,0.6154060959815979,1.2183842658996582
14,0.7513073086738586,0.7877282500267029,1.975797414779663,0.001,0.5930561423301697,1.1880685091018677,0.7924739122390747,0.6587716937065125,1.7114747762680054,0.6382265090942383,1.052703857421875
15,0.7641091346740723,0.7567312717437744,1.9288039207458496,0.001,0.5965709090232849,1.1720740795135498,0.7527943253517151,0.8263817429542542,2.0579748153686523,0.5854135751724243,1.2315938472747803
16,0.7707958221435547,0.7376177906990051,1.8868820667266846,0.001,0.6031718850135803,1.149263620376587,0.7635990977287292,0.7794539928436279,1.9485080242156982,0.6209016442298889,1.1690545082092285
17,0.7725675106048584,0.7214676737785339,1.8379889726638794,0.001,0.6186884045600891,1.116523265838623,0.7981557250022888,0.6367034912109375,1.6184113025665283,0.6619783639907837,0.9817084670066833
18,0.7755107879638672,0.7074006199836731,1.8139830827713013,0.001,0.6215745210647583,1.1065819263458252,0.7935916781425476,0.6856282353401184,1.7855173349380493,0.6323584318161011,1.0998896360397339
19,0.7859408259391785,0.6873003840446472,1.7849130630493164,0.001,0.6232604384422302,1.0976128578186035,0.8407227993011475,0.4947749972343445,1.3768565654754639,0.686475396156311,0.8820819854736328
20,0.7904272079467773,0.6714293360710144,1.7617498636245728,0.001,0.6274896264076233,1.0903218984603882,0.816132664680481,0.6064678430557251,1.778106927871704,0.622112512588501,1.1716387271881104
21,0.7903414964675903,0.6611906886100769,1.741549015045166,0.001,0.6307758092880249,1.080357313156128,0.818647563457489,0.6067072749137878,1.5889183282852173,0.6517325043678284,0.9822118282318115
22,0.7959136962890625,0.6477977633476257,1.7158684730529785,0.001,0.6308615803718567,1.0680713653564453,0.7954545617103577,0.6610698103904724,1.7737880945205688,0.6431632041931152,1.1127179861068726
23,0.8006858229637146,0.6348537802696228,1.6972373723983765,0.001,0.631861686706543,1.062384009361267,0.8355066776275635,0.5367171168327332,1.6080480813980103,0.6585320234298706,1.0713306665420532
24,0.8070581555366516,0.6127838492393494,1.6747612953186035,0.001,0.6358622908592224,1.061977744102478,0.8084948062896729,0.6255528330802917,1.6908559799194336,0.6679396629333496,1.0653034448623657
25,0.8366338014602661,0.5123915672302246,1.504253625869751,0.00020000001,0.6595513820648193,0.991860568523407,0.812779426574707,0.666168749332428,1.7385690212249756,0.6457712650299072,1.0724002122879028
26,0.8385769128799438,0.5001160502433777,1.480709433555603,0.00020000001,0.6591513156890869,0.980593740940094,0.815387487411499,0.6607109308242798,1.7350451946258545,0.6480066776275635,1.074334740638733
27,0.8366338014602661,0.506075382232666,1.484806776046753,0.00020000001,0.6615802049636841,0.9787309169769287,0.8342958092689514,0.5528930425643921,1.602419137954712,0.6522913575172424,1.049526333808899
28,0.8410630226135254,0.49434125423431396,1.4692680835723877,0.00020000001,0.6616088151931763,0.9749280214309692,0.8206035494804382,0.6286852955818176,1.7021294832229614,0.6501490473747253,1.07344388961792
29,0.8446349501609802,0.4829433262348175,1.4491239786148071,0.00020000001,0.6634376049041748,0.9661805629730225,0.8216281533241272,0.6473928689956665,1.7416837215423584,0.6402757167816162,1.0942906141281128
